Round,Avg_Loss,Avg_Reward,Avg_Q_Value,Epsilon,Duration,Total_Steps
1,0,0,0,1.0,0.03200030326843262,0
2,0,0,0,1.0,0.01400136947631836,0
3,0,0,0,1.0,0.010998964309692383,0
4,0,0,0,1.0,0.008000373840332031,0
5,0,0,0,1.0,0.008998394012451172,0
6,5.19788088798523,-0.91697918176651,-0.5646281613657872,0.9275689688183278,0.0670003890991211,15
7,4.293806943026456,-0.8752841245044362,-1.2654736692255193,0.8778091417340573,0.043000221252441406,26
8,4.5055854469537735,-0.9986328333616257,-1.4706776812672615,0.810157377815473,0.05900096893310547,42
9,3.9590015941196017,-1.024652812216017,-2.017847220102946,0.7744209942832988,0.03599905967712402,51
10,3.5927754402160645,-0.9912500083446503,-2.1240214347839355,0.736559652908221,0.040001630783081055,61
11,3.2105501981881948,-0.9943509973012484,-2.418037983087393,0.6900935609921609,0.04999899864196777,74
12,3.024311284224192,-0.9494791726271311,-2.531800309816996,0.6696478204705644,0.021999120712280273,80
13,2.670347503253392,-0.9728794821671077,-2.8741850682667325,0.6242658676435396,0.053003549575805664,94
14,2.0060984918049405,-0.932366064616612,-3.2134640557425365,0.6027415843082742,0.0319974422454834,101
15,2.4751826763153075,-1.1553125619888305,-3.324618864059448,0.5878229785513479,0.021999120712280273,106
16,2.472605652279324,-1.0961805648273892,-3.6834381421407065,0.5618938591163328,0.03500103950500488,115
17,2.0882943669954934,-0.9861979385217031,-4.003107825915019,0.5452463540625918,0.02300119400024414,121
18,1.822101891040802,-1.0857421904802322,-4.179158926010132,0.5238143793828016,0.03200125694274902,129
19,1.587971343443944,-1.084254828783182,-4.69625579393827,0.4907693883854626,0.051000118255615234,142
20,1.3973660588264465,-1.1103125214576721,-4.891511726379394,0.46677573701590436,0.04199862480163574,152
21,1.2960203204836165,-1.2629464864730835,-5.497701849256243,0.4506816115185697,0.031000375747680664,159
22,1.3030788004398346,-1.3528645634651184,-5.474661111831665,0.43732904629000013,0.027999162673950195,165
23,1.0506190938108109,-1.2548713543835808,-5.796066957361558,0.4016064652978155,0.07799959182739258,182
24,0.8327272222155616,-1.182440465404874,-6.1615152813139415,0.3614809303671764,0.09099960327148438,203
25,0.5188850313425064,-0.9837890714406967,-6.37489116191864,0.3472722151889232,0.03000020980834961,211
26,0.5992370545864105,-1.1005859673023224,-6.18622225522995,0.33362200135903064,0.03699970245361328,219
27,0.5126755863428116,-1.1696874856948853,-6.512115573883056,0.3253644408394192,0.05299997329711914,224
28,0.46791161732240155,-1.1832386255264282,-6.732272668318315,0.3079101286968243,0.05899953842163086,235
29,0.42121632397174835,-1.0756944451067183,-6.764132817586263,0.28134514724562876,0.07900047302246094,253
30,0.31089608779838007,-0.9863911299936233,-6.805162875883041,0.2408545925762412,0.12099957466125488,284
31,0.28231235034763813,-0.9966796785593033,-6.915696620941162,0.231387331601191,0.03300046920776367,292
32,0.17634663581848145,-1.0309375286102296,-7.087660789489746,0.22566020663225933,0.019999265670776367,297
33,0.3450841039419174,-1.085937535762787,-7.0312176704406735,0.22007483514733558,0.022000551223754883,302
34,0.20891270542242488,-1.0311219247638201,-7.29306589189123,0.16209824418995536,0.24000072479248047,363
35,0.16355108491638126,-0.9193933886640212,-7.388118912191952,0.14885748713096328,0.07100129127502441,380
36,0.18694156035780907,-1.0188953460649002,-7.78251847555471,0.11999500148501063,0.1640028953552246,423
37,0.08915356621146202,-0.8908984363079071,-8.18917531967163,0.1,0.16599631309509277,463
38,0.10517510117659735,-0.8535247043121693,-8.469812459723894,0.1,0.18700122833251953,506
39,0.10700867488980294,-0.8206249940395355,-8.935941638946533,0.1,0.21500039100646973,556
40,0.1385340541601181,-0.9508928656578064,-9.151834487915039,0.1,0.028998136520385742,563
41,0.11375824507811795,-0.8691575890002043,-9.192315930905549,0.1,0.09700274467468262,586
42,0.10379275130598169,-0.7454769752527538,-9.322418112503854,0.1,0.07399678230285645,605
43,0.1275056612988313,-0.7875867866807513,-9.335913684633043,0.1,0.1960000991821289,641
44,0.1107992519225393,-0.8108630861554827,-9.261127199445452,0.1,0.10299944877624512,662
45,0.10126925991769407,-0.8038732354909601,-9.391539412485042,0.1,0.27499938011169434,733
46,0.11248192421215422,-0.7675551509155947,-9.598093930412741,0.1,0.07600045204162598,750
47,0.14803497989972433,-0.9035156195362409,-9.699702421824137,0.1,0.10100030899047852,774
48,0.11753304116427898,-0.6731250047683716,-9.753555488586425,0.1,0.04200172424316406,784
49,0.10402785136484273,-0.7834158333221285,-9.752783303213592,0.1,0.41499781608581543,885
50,0.11618724279105663,-0.7221354047457377,-9.931082407633463,0.1,0.02800273895263672,891
51,0.09922705497592688,-0.6390624940395355,-10.003505979265485,0.1,0.08699893951416016,912
52,0.11857120933778145,-0.7838235287105336,-9.952112253974466,0.1,0.07199835777282715,929
53,0.08399473664096811,-0.7490056644786488,-9.742908997969193,0.1,0.1900010108947754,973
54,0.0812267089405885,-0.6731971066731673,-9.738693897540752,0.1,0.0559992790222168,986
55,0.06686823305984338,-0.73458331823349,-9.714430999755859,0.1,0.05800199508666992,1001
56,0.07321121357381344,-0.6528320237994194,-9.710088193416595,0.1,0.06899881362915039,1017
57,0.08379802425150518,-0.7078703531512508,-9.7548189163208,0.1,0.11199808120727539,1044
58,0.08726687878370284,-0.7950000047683716,-9.856268692016602,0.1,0.024000883102416992,1049
59,0.10283149169249968,-0.6676136173985221,-9.93891681324352,0.1,0.04899930953979492,1060
60,0.09038155755427267,-0.7396484310073512,-9.818883299827576,0.1,0.23099851608276367,1116
61,0.06568674728847466,-0.713281240600806,-9.733433943528395,0.1,0.11200141906738281,1142
62,0.08631366305053234,-0.707656230032444,-9.673270797729492,0.1,0.03899884223937988,1152
63,0.0691310768680913,-0.6964285572369894,-9.638514609563918,0.1,0.0820002555847168,1173
64,0.06225063071976746,-0.7191532148468879,-9.576779550121676,0.1,0.12199831008911133,1204
65,0.06189993098378181,-0.8009374976158142,-9.59982509613037,0.1,0.022002220153808594,1209
66,0.0540078547424995,-0.7612980810495523,-9.51056590447059,0.1,0.04900074005126953,1222
67,0.04490478448569775,-0.8728124618530273,-9.58851261138916,0.1,0.022997379302978516,1227
68,0.04926767386496067,-0.7178906157612801,-9.553603458404542,0.1,0.08300042152404785,1247
69,0.056092829682997294,-0.7185267754963466,-9.549128995622908,0.1,0.14499926567077637,1282
70,0.05039088271798626,-0.7526713686604654,-9.466456474796418,0.1,0.1360001564025879,1313
71,0.05794718589347143,-0.655889419408945,-9.51118359198937,0.1,0.05500364303588867,1326
72,0.03882918395102024,-0.6571875154972077,-9.505719566345215,0.1,0.02299785614013672,1331
73,0.03857798129320145,-0.584375003973643,-9.550164540608725,0.1,0.027994632720947266,1337
74,0.02821915304022176,-0.5468749829701015,-9.573360306876046,0.1,0.03400301933288574,1344
75,0.05280626192688942,-0.6962316071285921,-9.601967643289004,0.1,0.06599545478820801,1361
76,0.08546650658051173,-0.8388020992279053,-9.673942724863688,0.1,0.023001909255981445,1367
77,0.07153460579658193,-0.7648995465465954,-9.742903402873448,0.1,0.12199950218200684,1395
78,0.05784457549452782,-0.6728124916553497,-9.804291343688964,0.1,0.022002458572387695,1400
79,0.0618193431198597,-0.7319374895095825,-9.778207321166992,0.1,0.14699745178222656,1425
80,0.09684057648365314,-0.9394230727966015,-9.818875019366924,0.1,0.05899930000305176,1438
81,0.056629844409014495,-0.7063987978867122,-9.664396740141369,0.1,0.19800043106079102,1480
82,0.042849469309051834,-0.654687476158142,-9.609970728556315,0.1,0.07200217247009277,1495
83,0.05432498184663634,-0.7338205383669946,-9.657992578321888,0.1,0.12699651718139648,1526
84,0.03629851415753364,-0.7109375,-9.843848037719727,0.1,0.02000141143798828,1531
85,0.04995053857564926,-0.8515624761581421,-9.790847969055175,0.1,0.023999691009521484,1536
86,0.05813141167163849,-0.8347656056284904,-9.789929866790771,0.1,0.03300023078918457,1544
87,0.06848819255828857,-0.6943749845027923,-9.725328063964843,0.1,0.021004676818847656,1549
88,0.07147467434406281,-0.7159375131130219,-9.824086761474609,0.1,0.019994258880615234,1554
89,0.07827671644864259,-0.8247106538878547,-9.727786841215911,0.1,0.10200023651123047,1581
90,0.0594456870522764,-0.7162326210074954,-9.695903778076172,0.1,0.07700061798095703,1599
91,0.06935120502916667,-0.7823317280182471,-9.647678668682392,0.1,0.04799938201904297,1612
92,0.049226224422454834,-0.6548076730508071,-9.707366943359375,0.1,0.05399966239929199,1625
93,0.05501648170106551,-0.6940257058424109,-9.645212678348317,0.1,0.07000088691711426,1642
94,0.04905560612678528,-0.7332464953263601,-9.474396758609348,0.1,0.07299923896789551,1660
95,0.03444533474329445,-0.6069444517294565,-9.597922219170464,0.1,0.04199957847595215,1669
96,0.04790525957942009,-0.8106250166893005,-9.586163902282715,0.1,0.022001981735229492,1674
97,0.04380603979474732,-0.7457588996206012,-9.522294930049352,0.1,0.05199885368347168,1688
98,0.0484816424548626,-0.8084374785423278,-9.5363618850708,0.1,0.021999597549438477,1693
99,0.045630385354161265,-0.6320312410593033,-9.531843185424805,0.1,0.0410001277923584,1703
100,0.04302961379289627,-0.671875,-9.507140159606934,0.1,0.020999908447265625,1708
101,0.05245245857672258,-0.7262783971699801,-9.433625221252441,0.1,0.04700040817260742,1719
102,0.058697521104477346,-0.7995117288082838,-9.414916217327118,0.1,0.06199932098388672,1735
103,0.04006475731730461,-0.6815624833106995,-9.414700508117676,0.1,0.023999929428100586,1740
104,0.05040270105625192,-0.6374999831120173,-9.364815870920816,0.1,0.04700136184692383,1752
105,0.06808737590909004,-0.9390624642372132,-9.22412109375,0.1,0.022998809814453125,1757
106,0.04626136545378428,-0.7067307463059058,-9.268283697275015,0.1,0.05399966239929199,1770
107,0.05319596427109312,-0.7656249719507554,-9.205118459813734,0.1,0.06800103187561035,1787
108,0.04131637811660767,-0.7346874833106994,-9.248817761739096,0.1,0.05999898910522461,1802
109,0.044176074804272505,-0.7745312448590994,-9.395297837257385,0.1,0.32000088691711426,1882
110,0.05964202384154002,-0.7813541412353515,-9.440213839213053,0.1,0.06699943542480469,1897
111,0.06344570852816105,-0.6300000011920929,-9.428385353088379,0.1,0.021999835968017578,1902
112,0.03353060316294432,-0.6440104047457377,-9.414513746897379,0.1,0.025000333786010742,1908
113,0.07272994425147772,-0.9781249662240347,-9.440090338389078,0.1,0.025000810623168945,1914
114,0.047952823961774506,-0.7804036463300387,-9.33416736125946,0.1,0.09199953079223633,1938
115,0.03689688704907894,-0.6896874904632568,-9.423748016357422,0.1,0.021003007888793945,1943
116,0.03421003992358843,-0.6877604126930237,-9.441010157267252,0.1,0.025997400283813477,1949
117,0.03395063882427556,-0.8395089038780758,-9.465538161141533,0.1,0.03399825096130371,1956
118,0.052106912913067,-0.674107130084719,-9.42579460144043,0.1,0.030000686645507812,1963
119,0.061172176897525785,-0.7728124856948853,-9.378534317016602,0.1,0.020999670028686523,1968
120,0.046883399784564975,-0.7199999809265136,-9.40707950592041,0.1,0.023001909255981445,1973
121,0.045429708722692266,-0.8245192193067991,-9.357034316429726,0.1,0.05199694633483887,1986
122,0.0298164626583457,-0.758333295583725,-9.298755327860514,0.1,0.024001359939575195,1992
123,0.031740203366747925,-0.745535705770765,-9.291178158351354,0.1,0.02800130844116211,1999
124,0.036774095892906186,-0.7662499904632568,-9.404687690734864,0.1,0.02199864387512207,2004
125,0.05165147011478742,-0.860416661699613,-9.371031188964844,0.1,0.12000274658203125,2034
126,0.05191118160591406,-0.8168198431239408,-9.158704477197984,0.1,0.07199716567993164,2051
